timestamp,email,login_time,session_active,user_cpu,user_mem,user_disk,emails_sent
2025-08-13 12:21:30,bob@test.com,2025-08-13 12:19:24,True,58.91,42.53,73.61,6
2025-08-13 12:21:30,hanilee@test.com,2025-08-13 12:15:22,True,31.18,30.82,73.62,1
2025-08-13 12:21:30,tim@test.com,2025-08-13 11:33:22,True,29.47,14.14,39.94,1
2025-08-13 12:21:30,fran@test.com,2025-08-13 12:13:26,True,47.77,15.21,50.07,3
2025-08-13 12:21:30,delen@test.com,2025-08-13 10:51:24,True,48.55,13.39,46.49,3
2025-08-13 12:21:30,sera@test.com,2025-08-13 11:21:22,True,49.92,16.3,23.41,2
2025-08-13 12:21:30,jack@test.com,2025-08-13 10:48:24,True,16.26,16.93,9.09,0
2025-08-13 12:21:32,alice@test.com,2025-08-13 11:43:22,True,12.65,20.12,64.62,2
2025-08-13 12:21:32,bob@test.com,2025-08-13 12:19:24,True,60.32,53.28,72.71,6
2025-08-13 12:21:32,hanilee@test.com,2025-08-13 12:15:22,True,27.99,32.7,74.73,3
2025-08-13 12:21:32,tim@test.com,2025-08-13 11:33:22,True,36.6,12.39,41.33,0
2025-08-13 12:21:32,fran@test.com,2025-08-13 12:13:26,True,40.35,14.89,49.62,2
2025-08-13 12:21:32,delen@test.com,2025-08-13 10:51:24,True,49.25,15.71,48.96,4
2025-08-13 12:21:32,sera@test.com,2025-08-13 11:21:22,True,54.05,21.86,25.1,2
2025-08-13 12:21:32,jack@test.com,2025-08-13 10:48:24,True,13.0,15.2,12.24,2
2025-08-13 12:21:34,alice@test.com,2025-08-13 11:43:22,True,7.61,17.79,64.28,2
2025-08-13 12:21:34,bob@test.com,2025-08-13 12:19:24,True,61.61,44.16,72.82,4
2025-08-13 12:21:34,hanilee@test.com,2025-08-13 12:15:22,True,25.06,30.22,76.51,2
2025-08-13 12:21:34,tim@test.com,2025-08-13 11:33:22,True,40.53,11.21,39.24,1
2025-08-13 12:21:34,fran@test.com,2025-08-13 12:13:26,True,40.28,11.1,48.65,2
2025-08-13 12:21:34,delen@test.com,2025-08-13 10:51:24,True,57.04,16.25,50.63,5
2025-08-13 12:21:34,sera@test.com,2025-08-13 11:21:22,True,49.31,14.21,26.35,2
2025-08-13 12:21:34,jack@test.com,2025-08-13 10:48:24,True,17.73,14.66,8.99,1
2025-08-13 12:21:36,alice@test.com,2025-08-13 11:43:22,True,12.58,19.16,64.33,1
2025-08-13 12:21:36,bob@test.com,2025-08-13 12:19:24,True,60.89,49.95,70.33,3
2025-08-13 12:21:36,hanilee@test.com,2025-08-13 12:15:22,True,22.78,26.85,77.62,4
2025-08-13 12:21:36,tim@test.com,2025-08-13 11:33:22,True,40.09,12.42,37.47,2
2025-08-13 12:21:36,fran@test.com,2025-08-13 12:13:26,True,45.05,8.22,48.41,2
2025-08-13 12:21:36,delen@test.com,2025-08-13 10:51:24,True,55.04,19.38,48.09,4
2025-08-13 12:21:36,sera@test.com,2025-08-13 11:21:22,True,45.77,15.46,21.65,2
2025-08-13 12:21:36,jack@test.com,2025-08-13 10:48:24,True,20.5,21.72,9.23,1
2025-08-13 12:21:38,alice@test.com,2025-08-13 11:43:22,True,12.82,18.48,59.07,3
2025-08-13 12:21:38,bob@test.com,2025-08-13 12:19:24,True,53.87,43.09,67.62,5
2025-08-13 12:21:38,hanilee@test.com,2025-08-13 12:15:22,True,21.4,24.23,77.62,1
2025-08-13 12:21:38,tim@test.com,2025-08-13 11:33:22,True,36.26,13.56,36.76,1
2025-08-13 12:21:38,fran@test.com,2025-08-13 12:13:26,True,47.4,16.42,52.62,3
2025-08-13 12:21:38,delen@test.com,2025-08-13 10:51:24,True,49.02,15.54,51.03,4
2025-08-13 12:21:38,sera@test.com,2025-08-13 11:21:22,True,46.92,16.87,25.71,2
2025-08-13 12:21:38,jack@test.com,2025-08-13 10:48:24,True,23.54,13.57,8.53,0
2025-08-13 12:21:40,alice@test.com,2025-08-13 11:43:22,True,8.22,17.16,63.6,3
2025-08-13 12:21:40,bob@test.com,2025-08-13 12:19:24,True,62.48,47.21,70.37,6
2025-08-13 12:21:40,hanilee@test.com,2025-08-13 12:15:22,True,18.03,35.69,78.67,3
2025-08-13 12:21:40,tim@test.com,2025-08-13 11:33:22,True,33.31,7.62,39.23,1
2025-08-13 12:21:40,fran@test.com,2025-08-13 12:13:26,True,46.54,10.3,47.43,3
2025-08-13 12:21:40,delen@test.com,2025-08-13 10:51:24,True,58.12,14.55,52.31,3
2025-08-13 12:21:40,sera@test.com,2025-08-13 11:21:22,True,48.51,13.04,26.39,2
2025-08-13 12:21:40,jack@test.com,2025-08-13 10:48:24,True,15.6,15.19,9.06,0
2025-08-13 12:21:42,alice@test.com,2025-08-13 11:43:22,True,12.0,14.9,61.22,0
2025-08-13 12:21:42,bob@test.com,2025-08-13 12:19:24,True,62.3,40.11,71.3,7
2025-08-13 12:21:42,hanilee@test.com,2025-08-13 12:15:22,True,24.7,38.27,76.5,3
2025-08-13 12:21:42,tim@test.com,2025-08-13 11:33:22,True,30.78,13.75,41.42,2
2025-08-13 12:21:42,fran@test.com,2025-08-13 12:13:26,True,45.32,13.11,45.93,3
2025-08-13 12:21:42,delen@test.com,2025-08-13 10:51:24,True,52.01,16.41,47.43,3
2025-08-13 12:21:42,sera@test.com,2025-08-13 11:21:22,True,46.07,18.79,23.98,1
2025-08-13 12:21:42,jack@test.com,2025-08-13 10:48:24,True,21.25,14.23,7.61,1
2025-08-13 12:21:44,alice@test.com,2025-08-13 11:43:22,True,13.14,16.3,58.98,2
2025-08-13 12:21:44,bob@test.com,2025-08-13 12:19:24,True,64.84,41.71,70.8,4
2025-08-13 12:21:44,hanilee@test.com,2025-08-13 12:15:22,True,28.34,32.28,78.99,1
2025-08-13 12:21:44,tim@test.com,2025-08-13 11:33:22,True,32.2,13.37,42.98,2
2025-08-13 12:21:44,fran@test.com,2025-08-13 12:13:26,True,45.29,13.96,54.34,3
2025-08-13 12:21:44,delen@test.com,2025-08-13 10:51:24,True,53.31,11.52,49.73,6
2025-08-13 12:21:44,sera@test.com,2025-08-13 11:21:22,True,51.77,16.22,25.71,3
2025-08-13 12:21:44,jack@test.com,2025-08-13 10:48:24,True,19.42,13.41,10.85,0
2025-08-13 12:21:46,alice@test.com,2025-08-13 11:43:22,True,12.88,17.9,65.44,2
2025-08-13 12:21:46,bob@test.com,2025-08-13 12:19:24,True,64.64,40.12,68.99,6
2025-08-13 12:21:46,hanilee@test.com,2025-08-13 12:15:22,True,22.52,31.16,75.17,2
2025-08-13 12:21:46,tim@test.com,2025-08-13 11:33:22,True,29.94,14.4,41.53,2
2025-08-13 12:21:46,fran@test.com,2025-08-13 12:13:26,True,47.12,10.33,50.87,1
2025-08-13 12:21:46,delen@test.com,2025-08-13 10:51:24,True,61.64,14.72,48.45,5
2025-08-13 12:21:46,sera@test.com,2025-08-13 11:21:22,True,48.87,11.96,23.97,1
2025-08-13 12:21:46,jack@test.com,2025-08-13 10:48:24,True,19.33,16.32,9.69,1
2025-08-13 12:21:48,alice@test.com,2025-08-13 11:43:22,True,8.45,15.78,61.13,1
2025-08-13 12:21:48,bob@test.com,2025-08-13 12:19:24,True,60.84,46.63,70.89,6
2025-08-13 12:21:48,hanilee@test.com,2025-08-13 12:15:22,True,27.32,27.14,77.8,3
2025-08-13 12:21:48,tim@test.com,2025-08-13 11:33:22,True,33.82,7.41,40.59,2
2025-08-13 12:21:48,fran@test.com,2025-08-13 12:13:26,True,49.77,13.68,49.5,3
2025-08-13 12:21:48,delen@test.com,2025-08-13 10:51:24,True,56.48,19.64,50.71,2
2025-08-13 12:21:48,sera@test.com,2025-08-13 11:21:22,True,47.86,15.39,29.87,1
2025-08-13 12:21:48,jack@test.com,2025-08-13 10:48:24,True,20.39,16.72,8.86,0
2025-08-13 12:21:50,alice@test.com,2025-08-13 11:43:22,True,1.89,15.83,64.69,1
2025-08-13 12:21:50,bob@test.com,2025-08-13 12:19:24,True,59.45,47.63,66.76,6
2025-08-13 12:21:50,hanilee@test.com,2025-08-13 12:15:22,True,25.27,26.85,76.21,0
2025-08-13 12:21:50,tim@test.com,2025-08-13 11:33:22,True,38.29,13.47,38.5,2
2025-08-13 12:21:50,fran@test.com,2025-08-13 12:13:26,True,48.96,13.82,50.8,3
2025-08-13 12:21:50,delen@test.com,2025-08-13 10:51:24,True,61.87,15.8,53.9,3
2025-08-13 12:21:50,sera@test.com,2025-08-13 11:21:22,True,45.84,18.24,25.16,2
2025-08-13 12:21:50,jack@test.com,2025-08-13 10:48:24,True,19.5,16.54,10.19,0
2025-08-13 12:21:52,alice@test.com,2025-08-13 11:43:22,True,7.25,19.8,65.17,3
2025-08-13 12:21:52,bob@test.com,2025-08-13 12:19:24,True,59.77,39.96,71.92,6
2025-08-13 12:21:52,hanilee@test.com,2025-08-13 12:15:22,True,20.41,32.23,74.5,3
2025-08-13 12:21:52,tim@test.com,2025-08-13 11:33:22,True,34.13,10.35,41.0,1
2025-08-13 12:21:52,fran@test.com,2025-08-13 12:13:26,True,45.86,9.75,53.0,2
2025-08-13 12:21:52,delen@test.com,2025-08-13 10:51:24,True,55.27,17.83,50.62,2
2025-08-13 12:21:52,sera@test.com,2025-08-13 11:21:22,True,57.29,16.48,23.72,2
2025-08-13 12:21:52,jack@test.com,2025-08-13 10:48:24,True,19.43,25.72,7.23,0
2025-08-13 12:21:54,alice@test.com,2025-08-13 11:43:22,True,7.86,16.94,64.36,1
2025-08-13 12:21:54,bob@test.com,2025-08-13 12:19:24,True,63.32,46.83,72.9,6
2025-08-13 12:21:54,hanilee@test.com,2025-08-13 12:15:22,True,25.9,31.69,80.58,3
2025-08-13 12:21:54,tim@test.com,2025-08-13 11:33:22,True,38.29,15.33,38.57,3
2025-08-13 12:21:54,fran@test.com,2025-08-13 12:13:26,True,46.13,17.76,51.24,2
2025-08-13 12:21:54,delen@test.com,2025-08-13 10:51:24,True,53.8,12.73,50.23,3
2025-08-13 12:21:54,sera@test.com,2025-08-13 11:21:22,True,51.37,9.45,27.3,0
2025-08-13 12:21:54,jack@test.com,2025-08-13 10:48:24,True,21.04,13.85,8.29,1
2025-08-13 12:21:56,alice@test.com,2025-08-13 11:43:22,True,12.46,20.72,61.97,1
2025-08-13 12:21:56,bob@test.com,2025-08-13 12:19:24,True,58.71,45.87,72.17,5
2025-08-13 12:21:56,hanilee@test.com,2025-08-13 12:15:22,True,29.58,30.07,76.17,3
2025-08-13 12:21:56,tim@test.com,2025-08-13 11:33:22,True,35.21,11.82,39.29,2
2025-08-13 12:21:56,fran@test.com,2025-08-13 12:13:26,True,47.27,17.11,50.89,3
2025-08-13 12:21:56,delen@test.com,2025-08-13 10:51:24,True,52.83,13.61,50.91,5
2025-08-13 12:21:56,sera@test.com,2025-08-13 11:21:22,True,44.78,19.82,24.49,0
2025-08-13 12:21:56,jack@test.com,2025-08-13 10:48:24,True,15.73,14.55,9.35,3
2025-08-13 12:21:58,alice@test.com,2025-08-13 11:43:22,True,13.91,17.49,59.06,2
2025-08-13 12:21:58,bob@test.com,2025-08-13 12:19:24,True,59.51,51.42,68.98,6
2025-08-13 12:21:58,hanilee@test.com,2025-08-13 12:15:22,True,25.7,34.96,77.83,1
2025-08-13 12:21:58,tim@test.com,2025-08-13 11:33:22,True,34.3,12.25,40.65,1
2025-08-13 12:21:58,fran@test.com,2025-08-13 12:13:26,True,44.43,14.19,50.45,3
2025-08-13 12:21:58,delen@test.com,2025-08-13 10:51:24,True,50.92,19.02,49.61,2
2025-08-13 12:21:58,sera@test.com,2025-08-13 11:21:22,True,47.17,14.36,27.48,0
2025-08-13 12:21:58,jack@test.com,2025-08-13 10:48:24,True,22.49,14.97,15.19,0
2025-08-13 12:22:00,alice@test.com,2025-08-13 11:43:22,True,10.19,18.16,64.01,0
2025-08-13 12:22:00,bob@test.com,2025-08-13 12:19:24,True,58.78,41.2,66.89,5
2025-08-13 12:22:00,hanilee@test.com,2025-08-13 12:15:22,True,22.24,31.39,76.94,2
2025-08-13 12:22:00,tim@test.com,2025-08-13 11:33:22,True,36.36,10.31,40.6,2
2025-08-13 12:22:00,fran@test.com,2025-08-13 12:13:26,True,45.66,14.56,48.79,1
2025-08-13 12:22:00,delen@test.com,2025-08-13 10:51:24,True,59.32,16.2,53.47,2
2025-08-13 12:22:00,sera@test.com,2025-08-13 11:21:22,True,44.69,18.24,25.83,0
2025-08-13 12:22:00,jack@test.com,2025-08-13 10:48:24,True,18.2,15.6,11.21,0
2025-08-13 12:22:02,alice@test.com,2025-08-13 11:43:22,True,6.62,20.4,65.05,1
2025-08-13 12:22:02,bob@test.com,2025-08-13 12:19:24,True,60.08,46.26,70.16,5
2025-08-13 12:22:02,hanilee@test.com,2025-08-13 12:15:22,True,23.72,30.32,77.55,1
2025-08-13 12:22:02,tim@test.com,2025-08-13 11:33:22,True,32.74,10.24,38.73,2
2025-08-13 12:22:02,fran@test.com,2025-08-13 12:13:26,True,45.64,10.27,52.82,3
2025-08-13 12:22:02,delen@test.com,2025-08-13 10:51:24,True,51.99,12.16,46.6,3
2025-08-13 12:22:02,sera@test.com,2025-08-13 11:21:22,True,57.42,20.53,23.57,3
2025-08-13 12:22:02,jack@test.com,2025-08-13 10:48:24,True,18.42,16.94,9.26,1
2025-08-13 12:22:04,alice@test.com,2025-08-13 11:43:22,True,6.56,20.37,58.87,2
2025-08-13 12:22:04,bob@test.com,2025-08-13 12:19:24,True,64.17,49.84,70.85,6
2025-08-13 12:22:04,hanilee@test.com,2025-08-13 12:15:22,True,28.89,28.14,78.07,1
2025-08-13 12:22:04,tim@test.com,2025-08-13 11:33:22,True,34.57,12.24,39.39,2
2025-08-13 12:22:04,fran@test.com,2025-08-13 12:13:26,True,44.5,7.31,53.96,3
2025-08-13 12:22:04,delen@test.com,2025-08-13 10:51:24,True,52.41,18.7,52.45,2
2025-08-13 12:22:04,sera@test.com,2025-08-13 11:21:22,True,48.61,11.29,23.3,2
2025-08-13 12:22:04,jack@test.com,2025-08-13 10:48:24,True,22.04,16.24,10.3,3
2025-08-13 12:22:06,alice@test.com,2025-08-13 11:43:22,True,12.7,11.56,62.36,0
2025-08-13 12:22:06,bob@test.com,2025-08-13 12:19:24,True,59.05,41.62,69.18,6
2025-08-13 12:22:06,hanilee@test.com,2025-08-13 12:15:22,True,24.63,24.21,76.7,3
2025-08-13 12:22:06,tim@test.com,2025-08-13 11:33:22,True,28.9,13.19,44.03,1
2025-08-13 12:22:06,fran@test.com,2025-08-13 12:13:26,True,44.56,17.91,48.44,3
2025-08-13 12:22:06,delen@test.com,2025-08-13 10:51:24,True,59.68,16.43,49.71,5
2025-08-13 12:22:06,sera@test.com,2025-08-13 11:21:22,True,52.76,16.82,24.33,3
2025-08-13 12:22:06,jack@test.com,2025-08-13 10:48:24,True,23.52,20.98,10.68,1
2025-08-13 12:22:08,alice@test.com,2025-08-13 11:43:22,True,9.28,20.12,62.81,1
2025-08-13 12:22:08,bob@test.com,2025-08-13 12:19:24,True,59.06,47.96,69.76,6
2025-08-13 12:22:08,hanilee@test.com,2025-08-13 12:15:22,True,24.65,29.11,77.77,2
2025-08-13 12:22:08,tim@test.com,2025-08-13 11:33:22,True,37.96,12.51,37.43,1
2025-08-13 12:22:08,fran@test.com,2025-08-13 12:13:26,True,46.96,15.14,47.41,2
2025-08-13 12:22:08,delen@test.com,2025-08-13 10:51:24,True,56.27,16.78,48.13,4
2025-08-13 12:22:08,sera@test.com,2025-08-13 11:21:22,True,52.18,14.81,28.96,1
2025-08-13 12:22:08,jack@test.com,2025-08-13 10:48:24,True,17.97,16.19,11.29,0
2025-08-13 12:22:10,alice@test.com,2025-08-13 11:43:22,True,8.02,15.16,63.89,0
2025-08-13 12:22:10,bob@test.com,2025-08-13 12:19:24,True,61.55,40.16,70.3,7
2025-08-13 12:22:10,hanilee@test.com,2025-08-13 12:15:22,True,24.82,32.06,78.94,2
2025-08-13 12:22:10,tim@test.com,2025-08-13 11:33:22,True,36.31,9.94,39.25,0
2025-08-13 12:22:10,fran@test.com,2025-08-13 12:13:26,True,47.05,12.29,51.05,2
2025-08-13 12:22:10,delen@test.com,2025-08-13 10:51:24,True,55.59,11.67,51.48,3
2025-08-13 12:22:10,sera@test.com,2025-08-13 11:21:22,True,51.77,18.43,28.22,1
2025-08-13 12:22:10,jack@test.com,2025-08-13 10:48:24,True,20.33,18.23,12.24,0
2025-08-13 12:22:12,alice@test.com,2025-08-13 11:43:22,True,4.8,18.35,62.02,3
2025-08-13 12:22:12,bob@test.com,2025-08-13 12:19:24,True,58.46,48.58,72.07,5
2025-08-13 12:22:12,hanilee@test.com,2025-08-13 12:15:22,True,24.0,28.43,77.53,1
2025-08-13 12:22:12,tim@test.com,2025-08-13 11:33:22,True,35.05,11.28,39.37,2
2025-08-13 12:22:12,fran@test.com,2025-08-13 12:13:26,True,44.66,22.86,48.11,2
2025-08-13 12:22:12,delen@test.com,2025-08-13 10:51:24,True,56.73,14.94,49.86,3
2025-08-13 12:22:12,sera@test.com,2025-08-13 11:21:22,True,50.95,12.14,24.81,1
2025-08-13 12:22:12,jack@test.com,2025-08-13 10:48:24,True,20.29,16.7,10.28,1
2025-08-13 12:22:14,alice@test.com,2025-08-13 11:43:22,True,9.34,21.05,61.5,2
2025-08-13 12:22:14,bob@test.com,2025-08-13 12:19:24,True,56.49,43.41,64.84,8
2025-08-13 12:22:14,hanilee@test.com,2025-08-13 12:15:22,True,24.48,29.5,76.63,2
2025-08-13 12:22:14,tim@test.com,2025-08-13 11:33:22,True,30.39,8.24,41.43,1
2025-08-13 12:22:14,fran@test.com,2025-08-13 12:13:26,True,40.43,16.81,48.43,4
2025-08-13 12:22:14,delen@test.com,2025-08-13 10:51:24,True,56.31,22.82,54.71,4
2025-08-13 12:22:14,sera@test.com,2025-08-13 11:21:22,True,52.85,15.97,24.22,2
2025-08-13 12:22:14,jack@test.com,2025-08-13 10:48:24,True,20.63,20.56,10.97,1
2025-08-13 12:22:16,alice@test.com,2025-08-13 11:43:22,True,9.44,20.77,60.91,1
2025-08-13 12:22:16,bob@test.com,2025-08-13 12:19:24,True,59.79,41.59,66.9,6
2025-08-13 12:22:16,hanilee@test.com,2025-08-13 12:15:22,True,30.06,30.01,76.23,3
2025-08-13 12:22:16,tim@test.com,2025-08-13 11:33:22,True,35.91,13.15,40.44,1
2025-08-13 12:22:16,fran@test.com,2025-08-13 12:13:26,True,45.64,10.85,48.23,2
2025-08-13 12:22:16,delen@test.com,2025-08-13 10:51:24,True,52.54,12.23,52.23,4
2025-08-13 12:22:16,sera@test.com,2025-08-13 11:21:22,True,50.14,12.77,27.09,3
2025-08-13 12:22:16,jack@test.com,2025-08-13 10:48:24,True,13.88,13.63,6.8,0
2025-08-13 12:22:18,alice@test.com,2025-08-13 11:43:22,True,6.16,15.25,61.59,1
2025-08-13 12:22:18,bob@test.com,2025-08-13 12:19:24,True,59.84,45.3,68.21,6
2025-08-13 12:22:18,hanilee@test.com,2025-08-13 12:15:22,True,24.31,28.29,72.95,3
2025-08-13 12:22:18,tim@test.com,2025-08-13 11:33:22,True,31.77,7.21,40.38,4
2025-08-13 12:22:18,fran@test.com,2025-08-13 12:13:26,True,44.84,13.6,51.97,3
2025-08-13 12:22:18,delen@test.com,2025-08-13 10:51:24,True,58.7,14.13,45.97,0
2025-08-13 12:22:18,sera@test.com,2025-08-13 11:21:22,True,50.43,16.08,25.85,0
2025-08-13 12:22:18,jack@test.com,2025-08-13 10:48:24,True,20.51,18.32,10.81,1
2025-08-13 12:22:20,alice@test.com,2025-08-13 11:43:22,True,11.74,17.67,59.45,2
2025-08-13 12:22:20,bob@test.com,2025-08-13 12:19:24,True,57.86,41.38,72.0,5
2025-08-13 12:22:20,hanilee@test.com,2025-08-13 12:15:22,True,23.21,29.26,77.31,2
2025-08-13 12:22:20,tim@test.com,2025-08-13 11:33:22,True,39.58,10.94,40.08,2
2025-08-13 12:22:20,fran@test.com,2025-08-13 12:13:26,True,46.17,15.47,51.58,3
2025-08-13 12:22:20,delen@test.com,2025-08-13 10:51:24,True,56.01,14.72,49.82,5
2025-08-13 12:22:20,sera@test.com,2025-08-13 11:21:22,True,47.04,18.43,26.39,1
2025-08-13 12:22:20,jack@test.com,2025-08-13 10:48:24,True,20.5,16.12,9.65,1
2025-08-13 12:22:22,alice@test.com,2025-08-13 11:43:22,True,1.26,17.92,60.84,0
2025-08-13 12:22:22,bob@test.com,2025-08-13 12:19:24,True,63.79,39.17,71.37,5
2025-08-13 12:22:22,hanilee@test.com,2025-08-13 12:15:22,True,26.01,27.47,75.54,2
2025-08-13 12:22:22,tim@test.com,2025-08-13 11:33:22,True,33.82,9.07,38.94,1
2025-08-13 12:22:22,fran@test.com,2025-08-13 12:13:26,True,47.41,6.89,52.38,2
2025-08-13 12:22:22,delen@test.com,2025-08-13 10:51:24,True,51.23,12.09,50.77,3
2025-08-13 12:22:22,sera@test.com,2025-08-13 11:21:22,True,46.63,16.34,25.41,2
2025-08-13 12:22:22,jack@test.com,2025-08-13 10:48:24,True,18.98,17.45,6.38,1
2025-08-13 12:22:24,alice@test.com,2025-08-13 11:43:22,True,8.86,20.67,63.03,1
2025-08-13 12:22:24,bob@test.com,2025-08-13 12:19:24,True,59.42,46.54,71.68,5
2025-08-13 12:22:24,hanilee@test.com,2025-08-13 12:15:22,True,22.52,31.68,76.54,3
2025-08-13 12:22:24,tim@test.com,2025-08-13 11:33:22,True,35.48,12.66,36.95,2
2025-08-13 12:22:24,fran@test.com,2025-08-13 12:13:26,True,41.21,9.94,45.93,4
2025-08-13 12:22:24,delen@test.com,2025-08-13 10:51:24,True,55.33,16.25,52.26,4
2025-08-13 12:22:24,sera@test.com,2025-08-13 11:21:22,True,44.68,19.28,25.57,2
2025-08-13 12:22:24,jack@test.com,2025-08-13 10:48:24,True,26.16,23.39,8.12,1
2025-08-13 12:22:26,alice@test.com,2025-08-13 11:43:22,True,7.85,25.13,61.5,3
2025-08-13 12:22:26,bob@test.com,2025-08-13 12:19:24,True,59.11,48.86,66.68,7
2025-08-13 12:22:26,hanilee@test.com,2025-08-13 12:15:22,True,27.45,31.89,74.12,3
2025-08-13 12:22:26,tim@test.com,2025-08-13 11:33:22,True,35.04,6.39,41.66,1
2025-08-13 12:22:26,fran@test.com,2025-08-13 12:13:26,True,46.94,14.58,48.25,2
2025-08-13 12:22:26,delen@test.com,2025-08-13 10:51:24,True,58.87,18.06,51.56,2
2025-08-13 12:22:26,sera@test.com,2025-08-13 11:21:22,True,54.75,16.18,24.94,1
2025-08-13 12:22:26,jack@test.com,2025-08-13 10:48:24,True,23.7,18.49,13.16,2
2025-08-13 12:22:28,alice@test.com,2025-08-13 11:43:22,True,7.17,20.08,61.3,2
2025-08-13 12:22:28,bob@test.com,2025-08-13 12:19:24,True,66.64,41.94,70.13,5
2025-08-13 12:22:28,hanilee@test.com,2025-08-13 12:15:22,True,21.74,32.99,77.1,2
2025-08-13 12:22:28,tim@test.com,2025-08-13 11:33:22,True,37.45,15.64,41.72,3
2025-08-13 12:22:28,fran@test.com,2025-08-13 12:13:26,True,44.31,14.46,50.23,3
2025-08-13 12:22:28,delen@test.com,2025-08-13 10:51:24,True,53.58,14.93,52.36,5
2025-08-13 12:22:28,sera@test.com,2025-08-13 11:21:22,True,48.6,17.84,22.55,1
2025-08-13 12:22:28,jack@test.com,2025-08-13 10:48:24,True,21.3,16.34,9.17,0
2025-08-13 12:22:30,alice@test.com,2025-08-13 11:43:22,True,13.49,17.99,63.01,0
2025-08-13 12:22:30,bob@test.com,2025-08-13 12:19:24,True,63.56,46.05,74.76,6
2025-08-13 12:22:30,hanilee@test.com,2025-08-13 12:15:22,True,22.94,23.36,79.12,4
2025-08-13 12:22:30,tim@test.com,2025-08-13 11:33:22,True,37.84,9.89,39.34,1
2025-08-13 12:22:30,fran@test.com,2025-08-13 12:13:26,True,46.93,12.21,50.33,3
2025-08-13 12:22:30,delen@test.com,2025-08-13 10:51:24,True,53.05,17.06,52.3,3
2025-08-13 12:22:30,sera@test.com,2025-08-13 11:21:22,True,50.78,16.33,24.18,0
2025-08-13 12:22:30,jack@test.com,2025-08-13 10:48:24,True,16.95,16.85,13.44,1
2025-08-13 12:22:32,alice@test.com,2025-08-13 11:43:22,True,13.46,23.04,63.24,2
2025-08-13 12:22:32,bob@test.com,2025-08-13 12:19:24,True,62.71,46.15,68.14,6
2025-08-13 12:22:32,hanilee@test.com,2025-08-13 12:15:22,True,26.78,30.55,76.41,3
